RequirementCode|RequirementTitle|RequirementDesc|RequirementCategory|Telemetry|Control|Metric|ValueFormula|Interpretation|IndustryBench|Regulation|Rule|Geography|BaselineFlag
CO-008|Deployers shall provide consumers with an opportunity to correct information used in a consequential decision and to appeal the decision to a human being.|Section 6-1-1703(1)(d)|Corporate Oversight|YES|Human Oversight|ai.oversight.override_rate|(human_overrides / ai_decisions) * 100|Section 6-1-1703(1)(d)|0.10|Colorado AI Act|Deployers shall provide consumers with an opportunity to correct information used in a consequential decision and to appeal the decision to a human being.|US-CO|Not Baseline
CO-008|Deployers shall provide consumers with an opportunity to correct information used in a consequential decision and to appeal the decision to a human being.|Section 6-1-1703(1)(d)|Corporate Oversight|NO|Human Oversight|ai.oversight.review_rate|(reviewed_decisions / flagged_decisions) * 100|Section 6-1-1703(1)(d)|N/A|Colorado AI Act|Deployers shall provide consumers with an opportunity to correct information used in a consequential decision and to appeal the decision to a human being.|US-CO|Not Baseline
CO-008|Deployers shall provide consumers with an opportunity to correct information used in a consequential decision and to appeal the decision to a human being.|Section 6-1-1703(1)(d)|Corporate Oversight|NO|Adverse Decision Appeal Rights|ai.appeals.rate|(appeals_submitted / eligible_decisions) * 100|Section 6-1-1703(1)(d)|N/A|Colorado AI Act|Deployers shall provide consumers with an opportunity to correct information used in a consequential decision and to appeal the decision to a human being.|US-CO|Not Baseline
CO-008|Deployers shall provide consumers with an opportunity to correct information used in a consequential decision and to appeal the decision to a human being.|Section 6-1-1703(1)(d)|Corporate Oversight|NO|Adverse Decision Appeal Rights|ai.appeals.resolution_time|mean(resolution_time_hours)|Section 6-1-1703(1)(d)|N/A|Colorado AI Act|Deployers shall provide consumers with an opportunity to correct information used in a consequential decision and to appeal the decision to a human being.|US-CO|Not Baseline
CO-009|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|Section 6-1-1702(1)(a)|Risk & Compliance|YES|AI Transparency|ai.transparency.disclosure_rate|(disclosed_interactions / ai_interactions) * 100|Section 6-1-1702(1)(a)|90.0|Colorado AI Act|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|US-CO|Baseline
CO-009|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|Section 6-1-1702(1)(a)|Risk & Compliance|NO|Technical Documentation|NO_METRIC|NO_FORMULA|Section 6-1-1702(1)(a)|N/A|Colorado AI Act|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|US-CO|Not Baseline
CO-009|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|Section 6-1-1702(1)(a)|Risk & Compliance|NO|Fairness and Bias Management|ai.fairness.demographic_parity|min(P(Y=1 A=a)) / max(P(Y=1 A=a)) across groups|Section 6-1-1702(1)(a)|N/A|Colorado AI Act|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|US-CO|Not Baseline
CO-009|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|Section 6-1-1702(1)(a)|Risk & Compliance|NO|Fairness and Bias Management|ai.fairness.equal_opportunity|max(TPR_a - TPR_b) across demographic groups|Section 6-1-1702(1)(a)|N/A|Colorado AI Act|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|US-CO|Not Baseline
CO-009|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|Section 6-1-1702(1)(a)|Risk & Compliance|NO|Third-Party Responsibilities|NO_METRIC|NO_FORMULA|Section 6-1-1702(1)(a)|N/A|Colorado AI Act|Developers shall make available documentation sufficient to enable deployers to understand intended uses, known limitations, and measures to manage algorithmic discrimination.|US-CO|Not Baseline
CO-010|Developers shall publish a website statement summarising types of high-risk AI systems developed and measures taken to manage algorithmic discrimination.|Section 6-1-1702(1)(c)|Risk & Compliance|YES|AI Transparency|ai.transparency.disclosure_rate|(disclosed_interactions / ai_interactions) * 100|Section 6-1-1702(1)(c)|90.0|Colorado AI Act|Developers shall publish a website statement summarising types of high-risk AI systems developed and measures taken to manage algorithmic discrimination.|US-CO|Baseline
CO-010|Developers shall publish a website statement summarising types of high-risk AI systems developed and measures taken to manage algorithmic discrimination.|Section 6-1-1702(1)(c)|Risk & Compliance|NO|Model Cards and Dataset Documentation|NO_METRIC|NO_FORMULA|Section 6-1-1702(1)(c)|N/A|Colorado AI Act|Developers shall publish a website statement summarising types of high-risk AI systems developed and measures taken to manage algorithmic discrimination.|US-CO|Not Baseline
CO-010|Developers shall publish a website statement summarising types of high-risk AI systems developed and measures taken to manage algorithmic discrimination.|Section 6-1-1702(1)(c)|Risk & Compliance|YES|Transparency|ai.risk.doc_completeness_gap_pct|max(0, 100 - ai.transparency.doc_completeness)|Your documentation gap is {value}%. Lower values indicate stronger transparency evidence.|20.0|Colorado AI Act|Developers shall publish a website statement summarising types of high-risk AI systems developed and measures taken to manage algorithmic discrimination.|US-CO|Baseline
CO-010|Developers shall publish a website statement summarising types of high-risk AI systems developed and measures taken to manage algorithmic discrimination.|Section 6-1-1702(1)(c)|Risk & Compliance|YES|Transparency|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|Section 6-1-1702(1)(c)|80.0|Colorado AI Act|Developers shall publish a website statement summarising types of high-risk AI systems developed and measures taken to manage algorithmic discrimination.|US-CO|Baseline
CO-011|Deployers shall implement and maintain a governance program including ongoing testing for algorithmic discrimination, reporting mechanisms, and staff training.|Section 6-1-1703(2)|Risk & Compliance|NO|Internal Audit|NO_METRIC|NO_FORMULA|Section 6-1-1703(2)|N/A|Colorado AI Act|Deployers shall implement and maintain a governance program including ongoing testing for algorithmic discrimination, reporting mechanisms, and staff training.|US-CO|Baseline
CO-011|Deployers shall implement and maintain a governance program including ongoing testing for algorithmic discrimination, reporting mechanisms, and staff training.|Section 6-1-1703(2)|Risk & Compliance|NO|Roles and Resources|ai.governance.role_fill_rate|(filled_governance_roles / defined_governance_roles) * 100|Section 6-1-1703(2)|N/A|Colorado AI Act|Deployers shall implement and maintain a governance program including ongoing testing for algorithmic discrimination, reporting mechanisms, and staff training.|US-CO|Not Baseline
CO-011|Deployers shall implement and maintain a governance program including ongoing testing for algorithmic discrimination, reporting mechanisms, and staff training.|Section 6-1-1703(2)|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|Section 6-1-1703(2)|80.0|Colorado AI Act|Deployers shall implement and maintain a governance program including ongoing testing for algorithmic discrimination, reporting mechanisms, and staff training.|US-CO|Baseline
CO-011|Deployers shall implement and maintain a governance program including ongoing testing for algorithmic discrimination, reporting mechanisms, and staff training.|Section 6-1-1703(2)|Risk & Compliance|NO|Algorithmic Discrimination Testing|NO_METRIC|NO_FORMULA|Section 6-1-1703(2)|N/A|Colorado AI Act|Deployers shall implement and maintain a governance program including ongoing testing for algorithmic discrimination, reporting mechanisms, and staff training.|US-CO|Not Baseline
CO-012|Compliance with NIST AI RMF or ISO 42001 creates a rebuttable presumption of compliance with the risk management program requirements.|Section 6-1-1703(4)|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|Section 6-1-1703(4)|80.0|Colorado AI Act|Compliance with NIST AI RMF or ISO 42001 creates a rebuttable presumption of compliance with the risk management program requirements.|US-CO|Baseline
CO-012|Compliance with NIST AI RMF or ISO 42001 creates a rebuttable presumption of compliance with the risk management program requirements.|Section 6-1-1703(4)|Risk & Compliance|YES|Regulatory Compliance|ai.risk.disclosure_gap_pct|max(0, 100 - ai.transparency.disclosure_rate)|Your disclosure gap is {value}%. Lower values mean closer alignment to full disclosure compliance.|10.0|Colorado AI Act|Compliance with NIST AI RMF or ISO 42001 creates a rebuttable presumption of compliance with the risk management program requirements.|US-CO|Not Baseline
CO-012|Compliance with NIST AI RMF or ISO 42001 creates a rebuttable presumption of compliance with the risk management program requirements.|Section 6-1-1703(4)|Risk & Compliance|YES|Regulatory Compliance|ai.transparency.disclosure_rate|(disclosed_interactions / ai_interactions) * 100|Section 6-1-1703(4)|90.0|Colorado AI Act|Compliance with NIST AI RMF or ISO 42001 creates a rebuttable presumption of compliance with the risk management program requirements.|US-CO|Not Baseline
EU-001|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|Article 9(1)|Risk & Compliance|NO|Lifecycle Management|NO_METRIC|NO_FORMULA|Article 9(1)|N/A|EU AI Act|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|EU|Not Baseline
EU-001|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|Article 9(1)|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_completeness|(completed_doc_sections / required_doc_sections) * 100|Article 9(1)|80.0|EU AI Act|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|EU|Baseline
EU-001|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|Article 9(1)|Risk & Compliance|YES|Risk Identification|ai.core.error_rate|mean(ai.core.error_rate) over 7d|Article 9(1)|0.05|EU AI Act|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|EU|Baseline
EU-001|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|Article 9(1)|Risk & Compliance|YES|Risk Identification|ai.risk.error_to_limit_ratio|ai.core.error_rate / 0.05|Your error-to-limit ratio is {value}. Values <= 1 indicate identified risk is within tolerance.|0.80|EU AI Act|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|EU|Baseline
EU-001|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|Article 9(1)|Risk & Compliance|YES|Risk Treatment|ai.oversight.override_rate|human_overrides / ai_decisions|Article 9(1)|0.10|EU AI Act|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|EU|Not Baseline
EU-001|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|Article 9(1)|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_target_ratio|ai.oversight.override_rate / 1.0|Your override-to-target ratio is {value}. Values >= 1 indicate treatment intervention meets target.|0.80|EU AI Act|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|EU|Not Baseline
EU-001|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|Article 9(1)|Risk & Compliance|NO|Risk Monitoring|ai.risk.open_high_risks|count(risks where priority=HIGH and status=OPEN)|Article 9(1)|N/A|EU AI Act|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|EU|Not Baseline
EU-001|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|Article 9(1)|Risk & Compliance|NO|Risk Monitoring|ai.risk.treatment_completion|(completed_treatments / planned_treatments) * 100|Article 9(1)|N/A|EU AI Act|Providers of high-risk AI systems shall establish, implement, document and maintain a risk management system as a reasoned, iterative process run throughout the entire lifecycle.|EU|Not Baseline
EU-002|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|Article 9(2)(a)|Risk & Compliance|NO|AI System Context and Impact Mapping|NO_METRIC|NO_FORMULA|Article 9(2)(a)|N/A|EU AI Act|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|EU|Baseline
EU-002|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|Article 9(2)(a)|Risk & Compliance|YES|Risk Identification|ai.core.error_rate|mean(ai.core.error_rate) over 7d|Article 9(2)(a)|0.05|EU AI Act|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|EU|Baseline
EU-002|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|Article 9(2)(a)|Risk & Compliance|YES|Risk Identification|ai.risk.error_to_limit_ratio|ai.core.error_rate / 0.05|Your error-to-limit ratio is {value}. Values <= 1 indicate identified risk is within tolerance.|0.80|EU AI Act|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|EU|Baseline
EU-002|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|Article 9(2)(a)|Risk & Compliance|YES|AI Impact Assessment Lifecycle|ai.core.drift_score|KL_divergence(baseline_dist, current_dist)|Article 9(2)(a)|0.15|EU AI Act|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|EU|Not Baseline
EU-002|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|Article 9(2)(a)|Risk & Compliance|NO|AI Impact Assessment Lifecycle|ai.risk.drift_to_limit_ratio|ai.core.drift_score / 0.05|Your drift-to-limit ratio is {value}. Values <= 1 indicate impact drift is within tolerance.|0.80|EU AI Act|The risk management system shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to health, safety or fundamental rights.|EU|Not Baseline
EU-003|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|Article 9(2)(b)|Risk & Compliance|YES|Risk Identification|ai.core.error_rate|mean(ai.core.error_rate) over 7d|Article 9(2)(b)|0.05|EU AI Act|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|EU|Baseline
EU-003|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|Article 9(2)(b)|Risk & Compliance|YES|Risk Identification|ai.risk.error_to_limit_ratio|ai.core.error_rate / 0.05|Your error-to-limit ratio is {value}. Values <= 1 indicate identified risk is within tolerance.|0.80|EU AI Act|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|EU|Baseline
EU-003|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|Article 9(2)(b)|Risk & Compliance|YES|Risk Treatment|ai.oversight.override_rate|human_overrides / ai_decisions|Article 9(2)(b)|0.10|EU AI Act|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|EU|Not Baseline
EU-003|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|Article 9(2)(b)|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_target_ratio|ai.oversight.override_rate / 1.0|Your override-to-target ratio is {value}. Values >= 1 indicate treatment intervention meets target.|0.80|EU AI Act|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|EU|Not Baseline
EU-003|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|Article 9(2)(b)|Risk & Compliance|YES|AI Impact Assessment Lifecycle|ai.core.drift_score|KL_divergence(baseline_dist, current_dist)|Article 9(2)(b)|0.15|EU AI Act|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|EU|Not Baseline
EU-003|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|Article 9(2)(b)|Risk & Compliance|NO|AI Impact Assessment Lifecycle|ai.risk.drift_to_limit_ratio|ai.core.drift_score / 0.05|Your drift-to-limit ratio is {value}. Values <= 1 indicate impact drift is within tolerance.|0.80|EU AI Act|Providers must estimate and evaluate risks that may emerge when the high-risk AI system is used in accordance with its intended purpose and under conditions of reasonably foreseeable misuse.|EU|Not Baseline
EU-004|Risk management measures shall give due consideration to the effects and possible interaction resulting from the combined application of the technical requirements.|Article 9(4)|Risk & Compliance|YES|Risk Treatment|ai.oversight.override_rate|human_overrides / ai_decisions|Article 9(4)|0.10|EU AI Act|Risk management measures shall give due consideration to the effects and possible interaction resulting from the combined application of the technical requirements.|EU|Not Baseline
EU-004|Risk management measures shall give due consideration to the effects and possible interaction resulting from the combined application of the technical requirements.|Article 9(4)|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_target_ratio|ai.oversight.override_rate / 1.0|Your override-to-target ratio is {value}. Values >= 1 indicate treatment intervention meets target.|0.80|EU AI Act|Risk management measures shall give due consideration to the effects and possible interaction resulting from the combined application of the technical requirements.|EU|Not Baseline
EU-004|Risk management measures shall give due consideration to the effects and possible interaction resulting from the combined application of the technical requirements.|Article 9(4)|Risk & Compliance|NO|Risk Monitoring|ai.risk.open_high_risks|count(risks where priority=HIGH and status=OPEN)|Article 9(4)|N/A|EU AI Act|Risk management measures shall give due consideration to the effects and possible interaction resulting from the combined application of the technical requirements.|EU|Not Baseline
EU-004|Risk management measures shall give due consideration to the effects and possible interaction resulting from the combined application of the technical requirements.|Article 9(4)|Risk & Compliance|NO|Risk Monitoring|ai.risk.treatment_completion|(completed_treatments / planned_treatments) * 100|Article 9(4)|N/A|EU AI Act|Risk management measures shall give due consideration to the effects and possible interaction resulting from the combined application of the technical requirements.|EU|Not Baseline
EU-005|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|Article 9(6)|Risk & Compliance|NO|Safety and Security Validation|NO_METRIC|NO_FORMULA|Article 9(6)|N/A|EU AI Act|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|EU|Not Baseline
EU-005|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|Article 9(6)|Risk & Compliance|YES|Risk Treatment|ai.oversight.override_rate|human_overrides / ai_decisions|Article 9(6)|0.10|EU AI Act|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|EU|Not Baseline
EU-005|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|Article 9(6)|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_target_ratio|ai.oversight.override_rate / 1.0|Your override-to-target ratio is {value}. Values >= 1 indicate treatment intervention meets target.|0.80|EU AI Act|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|EU|Not Baseline
EU-005|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|Article 9(6)|Risk & Compliance|NO|Robustness|ai.robustness.drift_score|KL_divergence(baseline_dist, current_dist)|Article 9(6)|N/A|EU AI Act|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|EU|Not Baseline
EU-005|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|Article 9(6)|Risk & Compliance|NO|Robustness|ai.robustness.uptime|(uptime_minutes / total_minutes) * 100|Article 9(6)|N/A|EU AI Act|High-risk AI systems shall be tested to identify the most appropriate risk management measures, ensuring consistent performance for their intended purpose.|EU|Not Baseline
EU-006|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|Article 10(2)|Data Integration|YES|Data Quality|ai.data.bias_score|max(demographic_imbalance_ratio across protected attributes)|Article 10(2)|N/A|EU AI Act|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|EU|Baseline
EU-006|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|Article 10(2)|Data Integration|YES|Data Quality|ai.data.quality_score|weighted_mean(completeness, accuracy, consistency, representativeness)|Article 10(2)|N/A|EU AI Act|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|EU|Baseline
EU-006|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|Article 10(2)|Data Integration|NO|Model Cards and Dataset Documentation|NO_METRIC|NO_FORMULA|Article 10(2)|N/A|EU AI Act|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|EU|Not Baseline
EU-006|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|Article 10(2)|Data Integration|NO|Fairness and Bias Management|ai.fairness.demographic_parity|min(P(Y=1 A=a)) / max(P(Y=1 A=a)) across groups|Article 10(2)|N/A|EU AI Act|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|EU|Not Baseline
EU-006|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|Article 10(2)|Data Integration|NO|Fairness and Bias Management|ai.fairness.equal_opportunity|max(TPR_a - TPR_b) across demographic groups|Article 10(2)|N/A|EU AI Act|Training, validation and testing data sets shall be subject to data governance and management practices covering design choices, data collection, preparation, and known biases.|EU|Not Baseline
EU-007|Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible free of errors and complete for the intended purpose.|Article 10(3)|Data Integration|YES|Data Quality|ai.data.bias_score|max(demographic_imbalance_ratio across protected attributes)|Article 10(3)|N/A|EU AI Act|Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible free of errors and complete for the intended purpose.|EU|Baseline
EU-007|Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible free of errors and complete for the intended purpose.|Article 10(3)|Data Integration|YES|Data Quality|ai.data.quality_score|weighted_mean(completeness, accuracy, consistency, representativeness)|Article 10(3)|N/A|EU AI Act|Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible free of errors and complete for the intended purpose.|EU|Baseline
EU-007|Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible free of errors and complete for the intended purpose.|Article 10(3)|Data Integration|NO|Fairness and Bias Management|ai.fairness.demographic_parity|min(P(Y=1 A=a)) / max(P(Y=1 A=a)) across groups|Article 10(3)|N/A|EU AI Act|Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible free of errors and complete for the intended purpose.|EU|Not Baseline
EU-007|Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible free of errors and complete for the intended purpose.|Article 10(3)|Data Integration|NO|Fairness and Bias Management|ai.fairness.equal_opportunity|max(TPR_a - TPR_b) across demographic groups|Article 10(3)|N/A|EU AI Act|Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible free of errors and complete for the intended purpose.|EU|Not Baseline
EU-008|Training, validation and testing data sets shall account for the specific geographical, contextual, behavioural or functional setting of the intended use.|Article 10(4)|Risk & Compliance|YES|Data Quality|ai.data.bias_score|max(demographic_imbalance_ratio across protected attributes)|Article 10(4)|N/A|EU AI Act|Training, validation and testing data sets shall account for the specific geographical, contextual, behavioural or functional setting of the intended use.|EU|Baseline
EU-008|Training, validation and testing data sets shall account for the specific geographical, contextual, behavioural or functional setting of the intended use.|Article 10(4)|Risk & Compliance|YES|Data Quality|ai.data.quality_score|weighted_mean(completeness, accuracy, consistency, representativeness)|Article 10(4)|N/A|EU AI Act|Training, validation and testing data sets shall account for the specific geographical, contextual, behavioural or functional setting of the intended use.|EU|Baseline
EU-008|Training, validation and testing data sets shall account for the specific geographical, contextual, behavioural or functional setting of the intended use.|Article 10(4)|Risk & Compliance|NO|AI System Context and Impact Mapping|NO_METRIC|NO_FORMULA|Article 10(4)|N/A|EU AI Act|Training, validation and testing data sets shall account for the specific geographical, contextual, behavioural or functional setting of the intended use.|EU|Baseline
EU-009|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|Article 10(5)|Risk & Compliance|NO|Personal Data|ai.privacy.consent_rate|(consented_records / required_consent_records) * 100|Article 10(5)|N/A|EU AI Act|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|EU|Not Baseline
EU-009|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|Article 10(5)|Risk & Compliance|NO|Personal Data|ai.privacy.dsr_response_time|mean(days_from_request_to_response)|Article 10(5)|N/A|EU AI Act|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|EU|Not Baseline
EU-009|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|Article 10(5)|Risk & Compliance|NO|Fairness and Bias Management|ai.fairness.demographic_parity|min(P(Y=1 A=a)) / max(P(Y=1 A=a)) across groups|Article 10(5)|N/A|EU AI Act|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|EU|Not Baseline
EU-009|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|Article 10(5)|Risk & Compliance|NO|Fairness and Bias Management|ai.fairness.equal_opportunity|max(TPR_a - TPR_b) across demographic groups|Article 10(5)|N/A|EU AI Act|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|EU|Not Baseline
EU-009|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|Article 10(5)|Risk & Compliance|NO|Algorithmic Discrimination Testing|NO_METRIC|NO_FORMULA|Article 10(5)|N/A|EU AI Act|To detect and correct biases, providers may process special categories of personal data subject to appropriate safeguards.|EU|Not Baseline
EU-010|Providers shall draw up technical documentation before placing a high-risk AI system on the market and keep it up to date throughout the lifecycle.|Article 11(1)|Risk & Compliance|NO|Technical Documentation|NO_METRIC|NO_FORMULA|Article 11(1)|N/A|EU AI Act|Providers shall draw up technical documentation before placing a high-risk AI system on the market and keep it up to date throughout the lifecycle.|EU|Not Baseline
EU-010|Providers shall draw up technical documentation before placing a high-risk AI system on the market and keep it up to date throughout the lifecycle.|Article 11(1)|Risk & Compliance|NO|Record-Keeping|ai.records.audit_log_integrity|(verified_log_entries / total_log_entries) * 100|Article 11(1)|N/A|EU AI Act|Providers shall draw up technical documentation before placing a high-risk AI system on the market and keep it up to date throughout the lifecycle.|EU|Not Baseline
EU-011|Technical documentation shall contain at minimum a general description, detailed development process, monitoring, functioning and control of the system per Annex IV.|Article 11(1), Annex IV|Risk & Compliance|NO|Technical Documentation|NO_METRIC|NO_FORMULA|Article 11(1), Annex IV|N/A|EU AI Act|Technical documentation shall contain at minimum a general description, detailed development process, monitoring, functioning and control of the system per Annex IV.|EU|Not Baseline
EU-011|Technical documentation shall contain at minimum a general description, detailed development process, monitoring, functioning and control of the system per Annex IV.|Article 11(1), Annex IV|Risk & Compliance|NO|Model Cards and Dataset Documentation|NO_METRIC|NO_FORMULA|Article 11(1), Annex IV|N/A|EU AI Act|Technical documentation shall contain at minimum a general description, detailed development process, monitoring, functioning and control of the system per Annex IV.|EU|Not Baseline
EU-011|Technical documentation shall contain at minimum a general description, detailed development process, monitoring, functioning and control of the system per Annex IV.|Article 11(1), Annex IV|Risk & Compliance|NO|Record-Keeping|ai.records.audit_log_integrity|(verified_log_entries / total_log_entries) * 100|Article 11(1), Annex IV|N/A|EU AI Act|Technical documentation shall contain at minimum a general description, detailed development process, monitoring, functioning and control of the system per Annex IV.|EU|Not Baseline
